oligo,120.00,150.00,170.00
180000.00,6264.00,7134.00,7830.00
360000.00,8526.00,9570.00,10440.00
540000.00,10005.00,11745.00,13050.00
720000.00,12615.00,13920.00,15225.00
1000000.00,14790.00,16095.00,17400.00
2000000.00,19140.00,20445.00,21750.00
3000000.00,23490.00,24795.00,26100.00
4000000.00,27492.00,28971.00,30450.00
5000000.00,31842.00,33321.00,34800.00
6000000.00,36192.00,37671.00,39150.00
7000000.00,40542.00,42021.00,43500.00
8000000.00,44892.00,46371.00,47850.00
